inputs,label
"It is White's turn to move. The board position is:
. n . r . . . .
r . . . . p k p
p p . . . . p .
. . . . p . . .
. . . N . . . .
. P . . P . P .
P . R . . P K P
. . . . . R . .
The best move is d4f3 and the evaluation is 29. Explain why d4f3 is the best move.","A mistake, as White will be able to capitalize on the resultant weakening of the Black pawn structure.
Better is 18...Kf8 19.Rfc1, transposing to the Andersson-Hort game in the previous note, although as we saw, White also enjoys more pleasant prospects in that instance."
"It is White's turn to move. The board position is:
. n . r . . . .
r . . . . . k p
p p . . . p p .
. . . . p . . .
. . . . . . . .
. P . . P N P .
P . R . . P K P
. . . . . R . .
The best move is g3g4 and the evaluation is 81. Explain why g3g4 is the best move.","Passively defending the e-pawn with 19...Re7 can be met with 20.Rfc1 Kf8 21.Rc8, and White stands better."
"It is Black's turn to move. The board position is:
. n . r . . . .
r . . . . . k p
p p . . . p p .
. . . . p . . .
. . . . . . P .
. P . . P N . .
P . R . . P K P
. . . . . R . .
The best move is a6a5 and the evaluation is 59. Explain why a6a5 is the best move.",White gains space on the kingside and has a perceptible advantage.
"It is Black's turn to move. The board position is:
. . . . . . . .
r . . n . . k p
p p R . . p p .
. . . . p . . .
. . . . . . P .
. P . . P N . .
P . . . . P K P
. . . . . . . .
The best move is b6b5 and the evaluation is 126. Explain why b6b5 is the best move.","An exchange of rooks has exposed Black's tender spots along his third rank (b6, d6)."
"It is Black's turn to move. The board position is:
. . . . . . . .
r . . n . k . p
p p R . . p p .
. . . . p . . .
. . . . . . P .
. P . . P . . .
P . . N . P K P
. . . . . . . .
The best move is f7e7 and the evaluation is 174. Explain why f7e7 is the best move.",Andersson redirects his knight to the more lucrative outpost on e4.
"It is White's turn to move. The board position is:
. . . . . . . .
r . . n k . . p
p p R . . p p .
. . . . p . . .
. . . . . . P .
. P . . P . . .
P . . N . P K P
. . . . . . . .
The best move is d2e4 and the evaluation is 166. Explain why d2e4 is the best move.","Keeping the knight out of e4 with 24...f5? allows White to post the knight efficiently elsewhere with 25.gxf5 gxf5 26.Nc4, and Black is losing a pawn, as 26...b5 allows 27.Nd6+ etc."
"It is Black's turn to move. The board position is:
. . . . . . . .
. r . n k . . p
p p R . . p p .
. . . . p . . .
. P . . N . P .
. . . . P . . .
P . . . . P K P
. . . . . . . .
The best move is b7a7 and the evaluation is 219. Explain why b7a7 is the best move.",Effectively binding Black's position.
"It is Black's turn to move. The board position is:
. r . . . . . .
. . . n k . . p
p p R . . p p .
. . . . p . . .
. P . . . . P .
. . N . P . . .
P . . . . P K P
. . . . . . . .
The best move is f6f5 and the evaluation is 228. Explain why f6f5 is the best move.",Andersson now directs his knight to the more powerful post on d5.
"It is White's turn to move. The board position is:
. r . . . . . .
. . . n k . . p
p p R . . . p .
. . . . p p . .
. P . . . . P .
. . N . P . . .
P . . . . P K P
. . . . . . . .
The best move is c3d5 and the evaluation is 207. Explain why c3d5 is the best move.","If 27...Rb7 28.Nd5+ Kf7 then 29.e4! leaves Black without any useful move, for example 29...a5 (29...Rb8 30.Rc7, and White wins a pawn after 30...Ke6 31.Ra7 a5 32.bxa5 bxa5 33.Ra6+ Kf7 34.Rxa5, etc., while 29...Kg7 is met by 30.Re6! g5 31.Re7+ Kg6 32.Ne3, and the Black king is practically in a mating net) 30.b5, maintains the bind - Black is running out of moves."
"It is White's turn to move. The board position is:
. r . . . . . .
. . . n . k . .
p p R . . . p .
. . . N p p . p
. P . . . . P .
. . . . P . K .
P . . . . P . P
. . . . . . . .
The best move is g4g5 and the evaluation is 246. Explain why g4g5 is the best move.","White's king penetrates easily after this move by Black. But even after 29...fxg4 30.Kxg4, there is a grim defensive task for Black."
"It is Black's turn to move. The board position is:
. . . . . . . .
. r . n . k . .
p p . R . . . .
. . . N p p . p
. P . . . . . K
. . . . P . . .
P . . . . P . P
. . . . . . . .
The best move is a6a5 and the evaluation is 281. Explain why a6a5 is the best move.",Andersson introduces his king as the last attacking unit in his endgame attack. Black's kingside pawns have become easy targets.
"It is Black's turn to move. The board position is:
. . . . . . . .
. r . n . . k .
p p . R . . . .
. . . N p p . K
. P . . . . . .
. . . . P . . .
P . . . . P . P
. . . . . . . .
The best move is a6a5 and the evaluation is 348. Explain why a6a5 is the best move.","The continuation might be 33...a5 34.b5 Kf7 (34...Kh7? loses to 35.Rxd7+ Rxd7 36.Nf6+) 35.Kg5, and White wins another pawn.
What we learn from a study of a game such as this is that no matter how quiet or simplified a position may appear on the surface, active and accurate defense is paramount as any mistake can lead to a technically lost endgame (with almost certain fatal consequences)."
"It is Black's turn to move. The board position is:
r n b q k b . r
p . p p . p p p
. p . . p n . .
. . . . . . . .
. . P P . . . .
P . . . . N . .
. P . . P P P P
R N B Q K B . R
The best move is c8b7 and the evaluation is 19. Explain why c8b7 is the best move.",Kasparov had a fondness for this system of Petrosian's in the 1980s.
"It is White's turn to move. The board position is:
r n . q k b . r
p b p p . p p p
. p . . p . . .
. . . . . . . .
. . P P n . . .
P . N . . N . .
. P . . P P P P
R . B Q K B . R
The best move is c3e4 and the evaluation is 38. Explain why c3e4 is the best move.",This method of seeking early exchanges is distinctly dubious.
"It is Black's turn to move. The board position is:
r n . q k b . r
p . p p . p p p
. p . . p . . .
. . . . . . . .
. . P P b . . .
P . . . . . . .
. P . N P P P P
R . B Q K B . R
The best move is e4b7 and the evaluation is 46. Explain why e4b7 is the best move.","From a strategical standpoint, this move refutes Black's opening. Now Black can retreat with 7...Bb7 but after 8.e4, White has a distinct positional advantage."
"It is Black's turn to move. The board position is:
r n . q k b . r
p . p p . p p p
. p . . p . b .
. . . . . . . .
. . P P . . . .
P . . . . . P .
. P . N P P . P
R . B Q K B . R
The best move is f8e7 and the evaluation is 74. Explain why f8e7 is the best move.","Now that the Black bishop has departed from the h1-a8 diagonal, Kasparov takes it for himself."
"It is White's turn to move. The board position is:
r . . q k b . r
p . p p . p p p
. p n . p . b .
. . . . . . . .
. . P P . . . .
P . . . . . P .
. P . N P P . P
R . B Q K B . R
The best move is e2e3 and the evaluation is 73. Explain why e2e3 is the best move.","It would seem more appropriate to play 8...c6 9.Bg2 d5, but after 10.0-0, White has the freer and easier game to play."
"It is White's turn to move. The board position is:
r . . q k b . r
. . p p . p p p
p p n . p . b .
. . . . . . . .
. . P P . . . .
P . . . P . P .
. P . N . P . P
R . B Q K B . R
The best move is h2h4 and the evaluation is 104. Explain why h2h4 is the best move.","Andersson seeks counterplay with b6-b5, but his lag in development is a cause for concern."
"It is White's turn to move. The board position is:
r . . q k b . r
. . p p . p p p
p . n . p . b .
. p . . . . . .
. P P P . . . .
P . . . P . P .
. . . N . P . P
R . B Q K B . R
The best move is c4b5 and the evaluation is 133. Explain why c4b5 is the best move.","After 10...d5 11.Bb2 Be7 12.Rc1 Qd7 13.Bg2 0-0 14.cxd5 exd5 15.Qb3, White has a clear advantage."
"It is White's turn to move. The board position is:
r . . q k b . r
n . p p . p p p
. . . . p . b .
. p . . . . . .
. P . P . . . .
P . . . P . P .
. B . N . P . P
R . . Q K B . R
The best move is h2h4 and the evaluation is 145. Explain why h2h4 is the best move.","Ulf Andersson has a reputation for being a very patient and solid defender, and thus a very difficult man to beat. This retreat of the knight has a view to the maneuver Na7-c8, followed by d7-d5 and Nc8-d6-c4. But White has some moves first!"
"It is Black's turn to move. The board position is:
r . . q k b . r
n . p p . p p p
. . . . p . b .
. p . . . . . .
. P . P . . . P
P . . . P . P .
. B . N . P . .
R . . Q K B . R
The best move is h7h5 and the evaluation is 151. Explain why h7h5 is the best move.","Exploiting the misplaced ""Queen's Indian bishop. """
"It is White's turn to move. The board position is:
r . . q k b . r
n . p p . p p .
. . . . p . b p
. p . . . . . .
. P . P . . . P
P . . . P . P .
. B . N . P . .
R . . Q K B . R
The best move is h4h5 and the evaluation is 191. Explain why h4h5 is the best move.",Better was 13...h5.
"It is Black's turn to move. The board position is:
r . . q k b . r
n . p p . p p .
. . . . p . b p
. p . P . . . .
. P . . . . . P
P . . . P . P .
. B . N . P . .
R . . Q K B . R
The best move is e6d5 and the evaluation is 215. Explain why e6d5 is the best move.",A strong positional pawn sacrifice that opens the long diagonal for White's dark-squared bishop.
"It is Black's turn to move. The board position is:
r . . q k b . r
n . . p . p p .
. . p . . . b p
. p . p . . . .
. P . . . . . P
P . . . P . P .
. B . N . P B .
R . . Q . R K .
The best move is f7f5 and the evaluation is 219. Explain why f7f5 is the best move.","White's compensation for his pawn is enormous - a massive lead in development, two raking bishops, and a weakness on g7 that prevents Black catching up in development in a normal manner."
"It is Black's turn to move. The board position is:
r . . q k b . r
n . . p . . p .
. . p . . p b p
. p . p . . . .
. P . . . . . P
P . . . P . P .
. B . N . P B .
R . . Q R . K .
The best move is g6f7 and the evaluation is 219. Explain why g6f7 is the best move.","The target is the Black king, with the e3-e4 break scheduled."
"It is Black's turn to move. The board position is:
r . . q . . . r
n . . p b k p .
. . p . . p b p
. p . p . . . P
. P . . . . Q .
P . . . P . P .
. B . N . P B .
R . . . R . K .
The best move is g6h7 and the evaluation is 297. Explain why g6h7 is the best move.","Now after the inevitable exchange of light-squared bishops, White will have the g6-square at his disposal as an invasion point for his queen."
"It is Black's turn to move. The board position is:
r . . q . . . r
n . . p b k p .
. . p . . p . p
. p . . . . . P
. P . . N . Q .
P . . . . . P .
. B . . . P . .
R . . . R . K .
The best move is a7c8 and the evaluation is 333. Explain why a7c8 is the best move.",Now there are all manner of tactics brewing against the f6 and g7 points in the Black position.
"It is White's turn to move. The board position is:
r . n q . . . r
. . . p b k p .
. . p . . p . p
. p . . . . . P
. P . . N . Q .
P . . . . . P .
. B . . . P . .
R . . . R . K .
The best move is a1d1 and the evaluation is 319. Explain why a1d1 is the best move.","Hoping to muster a ""second rank defense ""with Ra8-a7. Losing alternatives included 22...Rf8 23.Rad1 d5 24.Nxf6! when mate is unavoidable, and 22...Re8 23.Qg6+ Kf8,
when in his notes, Kasparov gives 24.g4! with the idea of Ne4-g3-f5 as winning. While this is adequate, I analyzed the following forcing continuation: 24.Ng5! hxg5 25.h6 gxh6 26.Qxh6+ Kf7 (or 26...Kg8 27.Qg6+ Kf8 (27...Kh8 28.Kg2!) 28.Kg2! - a ""quiet ""move when Black cannot unravel in time to meet the threat of Re1-h1-h8+.) 27.Qh7+
Kf8 28.Kg2! and now:
a) 28...Bd6 29.Qh8+ Kf7 30.Rxe8 Qae8 31.Qxf6+ Kg8 32.Qg7 mate;
b) 28...Nc8 29.Qg6 Nd6 29.Rh1 Nf7 30.Rh7, winning;
c) 28...d5 29.Bd4! c5 30.Qg6! cxd4 31.Rh1 Bd6 32.Rh7! Qc7 33.Qxf6+ Kg8 34.Rh8 mate."
"It is White's turn to move. The board position is:
. . n q . . . r
r . . p b k p .
. . p . . p . p
. p . . . . . P
. P . . N . Q .
P . . . . . P .
. B . . . P . .
. . . R R . K .
The best move is b2d4 and the evaluation is 359. Explain why b2d4 is the best move.","Also hopeless is 23...d5 24.Nxf6! gxf6 (24...Bxf6 25.Qg6+ Kf8 26.Bxf6 gxf6 27.Re6! wins for White.) 25.Qg6+ Kf8 26.Bc1 Qe8 (26...Ra7 represents a transposition to the game.) 27.Bxh6+ Rxh6 28.Qxh6+ Kg8 29.Rd4, and the Black king is doomed."
"It is White's turn to move. The board position is:
. . n q . . . r
r . . p b k . .
. . p . . p . p
. p . . . . . P
. P . . . . Q .
P . . . . . P .
. B . . . P . .
. . . R R . K .
The best move is g4g6 and the evaluation is 253. Explain why g4g6 is the best move.",White also wins after 24...Bxf6 25.Qg6+ Kf8 26.Bxf6 gxf6 27.Re6.
"It is White's turn to move. The board position is:
. . n q . k . r
r . . . b . . .
. . p . . p Q p
. p . p . . . P
. P . . . . . .
P . . . . . P .
. . . . . P . .
. . B R R . K .
The best move is d1d4 and the evaluation is 446. Explain why d1d4 is the best move.",Nor can Black defend after 26...Qe8 27.Bxh6+ Rxh6 28.Qxh6+ Kg8 29.Rd4 f5 30.Qg5+! Kh8 31.Qxf5.
"It is Black's turn to move. The board position is:
. . . q . k . r
r . . . b n . .
. . p . . p Q B
. p . p . . . P
. P . . . . R .
P . . . . . P .
. . . . . P . .
. . . . R . K .
The best move is f7h6 and the evaluation is 621. Explain why f7h6 is the best move.",A final knock-out punch. The bishop cannot be captured because of immediate mate.
"It is Black's turn to move. The board position is:
. . . q k . . r
r . . . b n B .
. . p . . p Q .
. p . p . . . P
. P . . . . R .
P . . . . . P .
. . . . . P . .
. . . . R . K .
The best move is e8d7 and the evaluation is 601. Explain why e8d7 is the best move.","Black Resigned 
After the forced 30...Rg8, then simply 31.h6 decides the issue. A powerful tour de force by Kasparov."
"It is White's turn to move. The board position is:
r . b q k . . r
p p . n . p p p
. . p b p n . .
. . . . . . N .
. . . P . . . .
. . . B . N . .
P P P . . P P P
R . B Q K . . R
The best move is d1e2 and the evaluation is 41. Explain why d1e2 is the best move.","One of the central positions in the modern development of the Caro-Kann Defense. The rarer continuation 7...Qc7 was covered in the previous game. Currently, the moves 7...h6 and 7...Be7 are also popular."
"It is Black's turn to move. The board position is:
r . b q k . . r
p p . n . p p p
. . p b p n . .
. . . . . . N .
. . . P . . . .
. . . B . N . .
P P P . Q P P P
R . B . K . . R
The best move is h7h6 and the evaluation is 45. Explain why h7h6 is the best move.","A more active continuation than 8.0-0, which was played against me by Kasparov in Amsterdam, 1988. After 8...h6 9.Ne4 Nxe4 10.Bxe4, black could have equalized with 10...Nf6!?. But I chose a different plan: 10...0-0 11.c3 e5 (11...Qc7 12.Bc2 Re8 13.Qd3 Nf8 14.Re1 b6 15.Ne5 Bb7 16.Qh3, is also better for white, Bellin-Thipsay, England 1987.) 12.Bc2 Re8 13.Re1 exd4 14.Rxe8+ Qxe8 15.Qxd4 Qe7 16.Bf4 Bxf4 17.Qxf4, with a clear positional advantage for white.
Another game with Kamsky in the same variation, from Tilburg 1991, continued differently, with 8.c3 h6 9.Ne4 Nxe4 10.Bxe4 0-0 11.0-0 c5 (a novelty, earlier 11...e5, which favors white, had been seen) 12.Bc2 (12.dxc5 Bxc5 13.Bc2 Qc7 14.Qe2 Nf6 15.Ne5 Bd6 16.Bf4 b6 17.Rad1 Ba6, with equality) 12...Qc7 13.Re1 Rd8 14.h3 Nf6 15.Qe2 cxd4 16.Nxd4 Bh2+ 17.Kh1 Bf4 18.Nb5 Qb8 19.a4 Bd7 20.Bxf4 Qxf4 21.Nd4 Bc6!, and black solved all problems in the opening. Soon, the game was drawn."
"It is Black's turn to move. The board position is:
r . b q k . . r
p p . n . p p .
. . p b p n . p
. . . . . . . .
. . . P N . . .
. . . B . N . .
P P P . Q P P P
R . B . K . . R
The best move is f6e4 and the evaluation is 58. Explain why f6e4 is the best move.","An attempt to avoid the trade of the knights with 9.Nh3 g5!? 10.Nd2?! Nb6 11.Nb3 Qc7 12.Ng1 Nbd5, led to equality in Borkowski-Sapis (Hradec Kralove, 1987/88), but in this line 10.Nhg1! Qc7 11.Bd2 b6, is interesting, with complex play.
The capture on e6 in this situation is not at all dangerous for black: 9.Nxe6 fxe6 10.Bg6+ Ke7 11.0-0 Nf8 12.Bd3 Bd7 13.Ne5 Qe8 14.f4 Kd8 15.c4 Kc7 16.Bd2 Rc8 17.c5 Be7 18.f5 Kb8 19.Rae1 Bd8, and black has a clear advantage (Arnason-Ostenstad, Thorshavn 1987)."
"It is Black's turn to move. The board position is:
r . b q k . . r
p p . n . p p .
. . p b p . . p
. . . . . . . .
. . . P Q . . .
. . . B . N . .
P P P . . P P P
R . B . K . . R
The best move is d8c7 and the evaluation is 39. Explain why d8c7 is the best move.","If 10.Bxe4 0-0, black later pushes through c6-c5 or e6-e5 with good play."
"It is White's turn to move. The board position is:
r . b q k . . r
p p . . . p p .
. . p b p n . p
. . . . . . . .
. . . P Q . . .
. . . B . N . .
P P P . . P P P
R . B . K . . R
The best move is e4e2 and the evaluation is 65. Explain why e4e2 is the best move.","After 10...Qc7 11.Qg4 Kf8 12.0-0, black experienced some difficulties in Gelfand-Speelman (Munich 1992), but he was able to hold the position. Beliavsky recommends the plan with queenside castling (see his notes to Game 23). Recently, a couple of important games concerning this theme were played:
Khalifman-Epishin (Dos Hermanas 1993): 10...Qc7 11.Bd2 b6 12.Qg4 Kf8 13.0-0-0 Bb7 14.Rhe1 Rd8 15.Kb1 (not 15.Rxe6 fxe6 16.Nh4 Nf6 17.Qxe6 Qf7!; 15.c4 c5 16.Bc3?! Nf6 17.Qh4 Bxf3 18.gxf3 Bf4+ also gives white nothing.) 15...Nf6 16.Qh4 (no better is 18.Ng4 or 18.Bc3) 16...cxd4 19.g4 (19.Re2 with the initiative is correct) 19...g5 20.Qf2 (20.fxg6 hxg6 21.Qg3 Rhg8 favors black), and now after 20...Rhe8 21.h3 a5?! 22.Re2 Nd5 23.Rde1 Ne3 24.Bxe3 dxe3 25.Qxe3 Qc5 and the players agreed to a draw in an unclear position. They had little time left. Instead of 21...a5?!, 21...Nd5!? gave black a noticeable advantage.
Sion Castro-Karpov (Leon 1993): 12...g5! (an important improvement over 12...Kf8) 13.Qh3 Rg8! 14.g4 (after 14.Qh6 Bf8 15.Qh7 Nf6! 16.Qh3 g4 17.Qh4 gxf3 18.Qxf6 fxg2, white maintains equality with 19.Rg1 Qh2 20.0-0-0; 14.Bh7 Rh8 15.Bd3 is also equal) 14...Bb7 15.0-0-0 0-0-0 16.Rhe1 Bf4 17.Kb1 Rh8 18.Bc3 (18.Bxf4 Qxf4 19.Qg3 Qxg3 20.hxg3 c5 is equal) 18...Kb8 19.d5 cxd5 20.Bxh8 Rxh8 21.Nd4 a6 22.Ne6 (if 22.Qf1, 22...Nc5 is strong) 22..fxe6 23.Rxe6 Ne5! 24.Bf5 Nc4 25.Rxh6 Rxh6 26.Qxh6 Qe5 27.Qf8+ Ka7 28.Qb4 Nd2+, and black won quickly."
"It is Black's turn to move. The board position is:
r . b q k . . r
p p . . . p p .
. . p b p n . p
. . . . . . . .
. . . P . . . Q
. . . B . N . .
P P P . . P P P
R . B . K . . R
The best move is c8d7 and the evaluation is 50. Explain why c8d7 is the best move.","Up until now, the queen almost automatically retreated to e2, for example, Sokolov played this against me once (Belfort 1988). This game turned out in white's favor and is
annotated by Beliavsky (Game 23).
On 11.Qh4, theory indicates 11...Nd5, but after 12.Qxd8+ Kxd8 13.c3,white has a small positional advantage, and more importantly, black has little play.
After 11...Qa5+ 12.Bd2 Qh5 13.Qxh5 Nxh5 14.Ne5! 0-0 15.0-0-0, black also does not have enough counterplay (Hector-Hodgson, London 1991): 15...c5 (better is 15...Nf6) 16.g4 Nf6 17.g5! hxg5 18.Bxg5 Nd5 (if 18...cxd4 19.Bxf6 gxf6 20.Rdg1+ Kh8 21.Rg3! Be5 22.Rh3+ and Rg1+) 19.Nc4 Bc7 20.dxc5, with a noticeable white advantage.
Of course, 11...0-0 is bad because of the standard 12.Bxh6! gxh6 13.Qxh6, after which black will not survive; 14.Ng5 is enough of a threat."
"It is White's turn to move. The board position is:
r . b q . . . r
p p . . k p p .
. . p b p n . p
. . . . . . . .
. . . P . . . Q
. . . B . N . .
P P P . . P P P
R . B . K . . R
The best move is f3e5 and the evaluation is 49. Explain why f3e5 is the best move.","This quite paradoxical king move to the center of the board was found by me back in 1988, while I was preparing for the aforementioned game against Kasparov. I was afraid of the queen shift to the kingside. The exchange of queens seemed to me to be a dull idea. It took me a long time before I found the correct decision. And so this important novelty remained a secret for five years!
The idea of the king move is that black unexpectedly harmonizes the placement of his pieces, which were a bit out of sync only a move ago. But now the threat is g7-g5-g4, winning a piece. If white wants to maintain the opening advantage, he must act decisively."
"It is Black's turn to move. The board position is:
r . b q . . . r
p p . . k p p .
. . p b p n . p
. . . . N . . .
. . . P . . . Q
. . . B . . . .
P P P . . P P P
R . B . K . . R
The best move is d6e5 and the evaluation is 37. Explain why d6e5 is the best move.","The most ambitious decision. White sacrifices a pawn, noting that the enemy king is stranded in the center. Of course, 12.Bf4 Bb4+ 13.Bd2 (otherwise 13...g5) 13...Bxd2+ 14.Kxd2, hardly suits him."
"It is Black's turn to move. The board position is:
r . b . . . . r
p p . . k p p .
. . p . p n . p
q . . . P . . .
. . . . . . . Q
. . P B . . . .
P P . . . P P P
R . B . K . . R
The best move is a5e5 and the evaluation is 13. Explain why a5e5 is the best move.","Also possible is 14.Bd2 Qxe5+ 15.Be3, and it is quite unsafe for black to grab the second pawn on b2. But the position of the white pawn on c3 is more convenient for him than on c2."
"It is Black's turn to move. The board position is:
r . b . . . . r
p . . . k p . .
. p p . p n . p
. . . . q . p .
Q . . . . . . .
. . P B B . . .
P P . . . P P P
. . K R . . . R
The best move is c6c5 and the evaluation is 37. Explain why c6c5 is the best move.",Also very complicated is 17.Qh3 c5 18.Rhe1.
